SALE TYPE,PROPERTY TYPE,PROPERTY ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,PROPERTY LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA MONTH,PROPERTY STATUS,SOURCE_\ URL ,SOURCE,MLS NO,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,50 Liberty St,San Francisco,CA,94110,4995000,4,3.5,San Francisco,,2875,1888,2,,Active,http://www.redfin.com/CA/San-Francisco/50-Liberty-St-94110/home/712438,San Francisco MLS,421516739,37.757881,-122.422301
MLS Listing,Single Family Residential,109 Glenview Dr,San Francisco,CA,94131,1549000,3,2.0,San Francisco,1562,3062,1951,2,,Active,http://www.redfin.com/CA/San-Francisco/109-Glenview-Dr-94131/home/924934,San Francisco MLS,510608,37.7481896,-122.4478629
MLS Listing,Condo/Co-op,2448 Lombard St #409,San Francisco,CA,94123,998000,1,1.0,San Francisco,697,,2020,2,595,Active,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-409/home/174364683,San Francisco MLS,421516441,37.7993402,-122.4419772
MLS Listing,Condo/Co-op,1025 Minna St #7,San Francisco,CA,94103,895000,1,2.0,San Francisco,875,3921,2003,2,404,Active,http://www.redfin.com/CA/San-Francisco/1025-Minna-94103/unit-7/home/2063573,San Francisco MLS,513839,37.7734241,-122.4168616
MLS Listing,Condo/Co-op,270 Valencia St #205,San Francisco,CA,94103,495000,0,1.0,San Francisco,494,9578,2005,2,772,Active,http://www.redfin.com/CA/San-Francisco/270-Valencia-St-94103/unit-205/home/8190512,San Francisco MLS,513823,37.7685208,-122.4225934
MLS Listing,Condo/Co-op,630 Mason St #603,San Francisco,CA,94108,719000,1,1.0,San Francisco,750,,1927,2,611,Active,http://www.redfin.com/CA/San-Francisco/630-Mason-St-94108/unit-603/home/143851855,San Francisco MLS,421516436,37.7894484,-122.4100541
MLS Listing,Single Family Residential,2250 Bush St,San Francisco,CA,94115,3499000,4,3.5,San Francisco,3445,3438,1900,2,,Active,http://www.redfin.com/CA/San-Francisco/Bush-St-94109/home/1650753,San Francisco MLS,421516273,37.787115,-122.434278
MLS Listing,Single Family Residential,43 Prospect Ave,San Francisco,CA,94110,1649000,2,2.0,San Francisco,1446,,,2,,Active,http://www.redfin.com/CA/San-Francisco/43-Prospect-Ave-94110/home/1720274,San Francisco MLS,513739,37.7443488,-122.4179794
MLS Listing,Multi-Family (5+ Unit),121 - 125 Shotwell St,San Francisco,CA,94103,2400000,0,,San Francisco,4875,,,2,,Active,http://www.redfin.com/CA/San-Francisco/121-Shotwell-St-94103/home/1970643,San Francisco MLS,421516078,37.7664932,-122.4162011
MLS Listing,Multi-Family (2-4 Unit),559 27th St,San Francisco,CA,94131,3998000,8,5.0,San Francisco,3442,2848,1974,2,,Active,http://www.redfin.com/CA/San-Francisco/559-27th-St-94131/home/1310906,San Francisco MLS,511921,37.746414,-122.4327011
MLS Listing,Single Family Residential,108 Lapham Way,San Francisco,CA,94112,1200000,3,2.0,San Francisco,1278,3615,1951,2,,Active,http://www.redfin.com/CA/San-Francisco/108-Lapham-Way-94112/home/1265319,San Francisco MLS,421516635,37.7089226,-122.4277682
MLS Listing,Condo/Co-op,260 King St #487,San Francisco,CA,94107,1349000,2,2.0,San Francisco,1344,213232,2004,2,933,Active,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-487/home/11893208,San Francisco MLS,421516443,37.7776422,-122.3934181
MLS Listing,Single Family Residential,1572 Thomas Ave,San Francisco,CA,94124,998000,2,1.5,San Francisco,,2500,1915,2,,Active,http://www.redfin.com/CA/San-Francisco/1572-Thomas-Ave-94124/home/946769,San Francisco MLS,421516210,37.7303092,-122.3907248
MLS Listing,Single Family Residential,265 Santa Ana Ave,San Francisco,CA,94127,1698000,3,2.0,San Francisco,1885,3994,1921,2,10,Active,http://www.redfin.com/CA/San-Francisco/265-Santa-Ana-Ave-94127/home/700944,San Francisco MLS,515251,37.7322816,-122.4675777
MLS Listing,Condo/Co-op,580 Hayes St #404,San Francisco,CA,94102,999000,1,1.0,San Francisco,804,12020,2018,2,650,Active,http://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-404/home/143844073,San Francisco MLS,512727,37.7766718,-122.4260058
MLS Listing,Condo/Co-op,1725 Noe St,San Francisco,CA,94131,1195000,2,1.0,San Francisco,1081,4598,1900,3,325,Active,http://www.redfin.com/CA/San-Francisco/1725-Noe-St-94131/home/113068845,San Francisco MLS,421516661,37.7413722,-122.4305592
MLS Listing,Condo/Co-op,403 Main St Unit 505N,San Francisco,CA,94105,639000,1,1.0,San Francisco,493,29037,1997,3,548,Active,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-505N/home/1317492,San Francisco MLS,421516643,37.7880767,-122.3896032
MLS Listing,Single Family Residential,120 Broad St,San Francisco,CA,94112,1495000,5,4.0,San Francisco,1729,4375,1900,3,,Active,http://www.redfin.com/CA/San-Francisco/120-Broad-St-94112/home/1115223,San Francisco MLS,421516650,37.7133816,-122.4568748
MLS Listing,Single Family Residential,752 Head St,San Francisco,CA,94132,1249000,4,2.0,San Francisco,1411,2500,1944,3,,Active,http://www.redfin.com/CA/San-Francisco/752-Head-St-94132/home/1431705,San Francisco MLS,421516646,37.7206414,-122.464294
MLS Listing,Single Family Residential,253 Charter Oak Ave,San Francisco,CA,94124,1095000,6,3.0,San Francisco,2057,2495,1912,3,,Active,http://www.redfin.com/CA/San-Francisco/253-Charter-Oak-Ave-94124/home/751696,San Francisco MLS,421516636,37.7336306,-122.4041961
MLS Listing,Condo/Co-op,1601 Larkin St #105,San Francisco,CA,94109,995000,1,1.0,San Francisco,769,11368,2017,3,499,Active,http://www.redfin.com/CA/San-Francisco/1601-Larkin-St-94109/unit-105/home/167259030,San Francisco MLS,421516426,37.7927209,-122.4197824
MLS Listing,Condo/Co-op,1177 California #212,San Francisco,CA,94108,1095000,1,1.0,San Francisco,1056,31662,,3,1336,Active,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-212/home/549710,San Francisco MLS,421516527,37.7910262,-122.4136476
MLS Listing,Townhouse,568 Hudson Ave,San Francisco,CA,94124,1210000,3,2.5,San Francisco,1527,1485,2019,3,313,Active,http://www.redfin.com/CA/San-Francisco/568-Hudson-Ave-94124/home/146950315,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936507,37.7292512,-122.3688071
MLS Listing,Multi-Family (2-4 Unit),7 Mayfair Dr,San Francisco,CA,94118,2450000,0,,San Francisco,3632,3772,1949,3,,Active,http://www.redfin.com/CA/San-Francisco/7-Mayfair-Dr-94118/home/1804491,San Francisco MLS,421516438,37.7859078,-122.4497773
MLS Listing,Multi-Family (2-4 Unit),1333 York St,SAN FRANCISCO,CA,94110,1499999,6,5.0,SAN FRANCISCO,2589,3000,1908,3,,Active,http://www.redfin.com/CA/San-Francisco/1333-York-St-94110/home/1933812,MLSListings,ML81828339,37.7506788,-122.4077042
MLS Listing,Single Family Residential,101 Marview Way,San Francisco,CA,94131,1250000,3,2.0,San Francisco,1274,2800,1958,3,2,Active,http://www.redfin.com/CA/San-Francisco/101-Marview-Way-94131/home/944630,San Francisco MLS,421516427,37.7542622,-122.4497537
MLS Listing,Condo/Co-op,181 27th St,San Francisco,CA,94110,1195000,2,1.0,San Francisco,1334,2849,1890,3,250,Active,http://www.redfin.com/CA/San-Francisco/181-27th-St-94110/home/52059232,San Francisco MLS,421516425,37.7469614,-122.4240708
MLS Listing,Single Family Residential,61 Burlwood Dr,San Francisco,CA,94127,995000,3,2.0,San Francisco,1529,3484,,3,,Active,http://www.redfin.com/CA/San-Francisco/61-Burlwood-Dr-94127/home/1165363,San Francisco MLS,421516296,37.7348371,-122.4539557
MLS Listing,Condo/Co-op,74 New Montgomery St #509,San Francisco,CA,94105,615000,0,1.0,San Francisco,486,17865,1914,3,840,Active,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-509/home/17305109,San Francisco MLS,514419,37.7874578,-122.4013098
MLS Listing,Condo/Co-op,2177 3rd St #415,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1155,,2020,3,982,Active,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-415/home/174358649,San Francisco MLS,514311,37.7622702,-122.3882952
MLS Listing,Condo/Co-op,2177 3rd St #609,San Francisco,CA,94107,995000,1,1.0,San Francisco,719,,2020,3,825,Active,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-609/home/174358584,San Francisco MLS,514326,37.7622702,-122.3882952
MLS Listing,Condo/Co-op,1754 Bay St,San Francisco,CA,94123,3150000,3,3.5,San Francisco,2529,3281,1938,3,627,Active,http://www.redfin.com/CA/San-Francisco/1754-Bay-St-94123/home/144017327,San Francisco MLS,421516419,37.80289,-122.4358843
MLS Listing,Condo/Co-op,450 Hayes St Unit TH6,San Francisco,CA,94117,1499000,1,2.0,San Francisco,1121,,2016,3,937,Active,http://www.redfin.com/CA/San-Francisco/450-Hayes-St-94102/unit-TH6/home/174358556,San Francisco MLS,509870,37.7768993,-122.4240297
MLS Listing,Single Family Residential,149 Jules Ave,San Francisco,CA,94112,1099000,5,5.0,San Francisco,2100,4238,1920,3,,Active,http://www.redfin.com/CA/San-Francisco/149-Jules-Ave-94112/home/1457133,San Francisco MLS,421516338,37.7209415,-122.4614745
MLS Listing,Multi-Family (2-4 Unit),218 Winfield St,San Francisco,CA,94110,1799000,4,3.0,Bernal Heights,1997,1750,1905,3,,Active,http://www.redfin.com/CA/San-Francisco/218-Winfield-St-94110/home/761381,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936417,37.741747,-122.4192695
MLS Listing,Condo/Co-op,201 Harrison St #806,San Francisco,CA,94105,595000,0,1.0,South Beach,432,,1991,3,576,Active,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-806/home/2008718,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936415,37.7875875,-122.3904715
MLS Listing,Condo/Co-op,3280 22nd St Unit C,San Francisco,CA,94110,1195000,2,2.0,San Francisco,1166,,2007,3,367,Active,http://www.redfin.com/CA/San-Francisco/3280-22nd-St-94110/unit-C/home/17305538,San Francisco MLS,512094,37.7554825,-122.4205234
MLS Listing,Condo/Co-op,4171 24th St #401,San Francisco,CA,94114,1695000,2,2.0,San Francisco,,,2018,3,470,Active,http://www.redfin.com/CA/San-Francisco/4171-24th-St-94114/unit-401/home/145604130,San Francisco MLS,510864,37.7510431,-122.4355665
MLS Listing,Condo/Co-op,1461 Broadway #401,San Francisco,CA,94109,1150000,2,2.0,San Francisco,1050,11174,1981,3,705,Active,http://www.redfin.com/CA/San-Francisco/1461-Broadway-94109/unit-401/home/1483404,San Francisco MLS,421516371,37.7957072,-122.4212625
MLS Listing,Condo/Co-op,8300 Oceanview Ter #401,San Francisco,CA,94132,599000,1,1.0,San Francisco,686,,2002,3,616,Active,http://www.redfin.com/CA/San-Francisco/8300-Oceanview-Ter-94132/unit-401/home/1441428,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936410,37.7104174,-122.4677028
MLS Listing,Condo/Co-op,690 Chestnut St #306,San Francisco,CA,94133,869000,2,2.0,San Francisco,954,15089,1997,4,706,Active,http://www.redfin.com/CA/San-Francisco/690-Chestnut-St-94133/unit-306/home/1995084,BAREIS,512806,37.8038387,-122.414563
MLS Listing,Single Family Residential,693 25Th Ave,San Francisco,CA,94121,1680000,4,4.0,Richmond Dist,2180,1873,1920,4,,Active,http://www.redfin.com/CA/San-Francisco/693-25th-Ave-94121/home/1289778,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936371,37.7765,-122.484726
MLS Listing,Condo/Co-op,2121 Webster St #110,San Francisco,CA,94115,4695000,3,4.0,San Francisco,2680,,2016,4,2409,Active,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-110/home/144063549,San Francisco MLS,515424,37.7902671,-122.4331765
MLS Listing,Condo/Co-op,340 Sanchez St,San Francisco,CA,94114,1198000,2,1.0,San Francisco,1109,2500,,4,300,Active,http://www.redfin.com/CA/San-Francisco/340-Sanchez-St-94114/home/1107145,San Francisco MLS,514843,37.7636676,-122.4310607
MLS Listing,Multi-Family (5+ Unit),678 Haight St,San Francisco,CA,94117,2990000,5,3.0,San Francisco,5655,2750,1890,4,,Active,http://www.redfin.com/CA/San-Francisco/678-Haight-St-94117/home/174350276,San Francisco MLS,421516256,37.7719343,-122.4333891
MLS Listing,Multi-Family (2-4 Unit),3376 18Th St,San Francisco,CA,94110,1999000,2,1.0,Mission District,3000,2204,1920,4,,Active,http://www.redfin.com/CA/San-Francisco/3376-18th-St-94110/home/174349820,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936362,37.7620761,-122.4187868
MLS Listing,Multi-Family (2-4 Unit),3378 18Th St,San Francisco,CA,94110,1999000,4,3.0,Mission District,3275,1746,1947,4,,Active,http://www.redfin.com/CA/San-Francisco/3378-18th-St-94110/home/711135,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936360,37.7620489,-122.4188753
MLS Listing,Condo/Co-op,1 Federal St #5,San Francisco,CA,94107,815000,1,1.0,San Francisco,762,,2003,4,740,Active,http://www.redfin.com/CA/San-Francisco/1-Federal-St-94107/unit-5/home/1991209,San Francisco MLS,421516239,37.7839667,-122.3911119
MLS Listing,Condo/Co-op,400 Alemany Blvd #21,San Francisco,CA,94110,750000,2,2.0,San Francisco,868,24034,2003,4,360,Active,http://www.redfin.com/CA/San-Francisco/400-Alemany-Blvd-94110/unit-21/home/862232,San Francisco MLS,515832,37.7331425,-122.4145686
MLS Listing,Condo/Co-op,1348 Scott St Unit A,San Francisco,CA,94115,674000,1,1.0,San Francisco,653,,1986,4,615,Active,http://www.redfin.com/CA/San-Francisco/1348-Scott-St-94115/unit-A/home/102816969,San Francisco MLS,514658,37.7823661,-122.4374041
MLS Listing,Single Family Residential,1201 Sloat Blvd,San Francisco,CA,94132,1699000,3,3.0,San Francisco,2564,3646,1941,4,,Active,http://www.redfin.com/CA/San-Francisco/1201-Sloat-Blvd-94132/home/1337548,MetroList,421516186,37.7341053,-122.484024
MLS Listing,Condo/Co-op,110 Channel St #611,San Francisco,CA,94158,1525000,2,2.0,San Francisco,1160,,2017,4,914,Active,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-611/home/167383002,San Francisco MLS,510830,37.7751436,-122.3906212
MLS Listing,Condo/Co-op,88 Townsend St #409,San Francisco,CA,94107,899000,1,1.0,San Francisco,,37623,2004,4,584,Active,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94107/unit-409/home/12401580,San Francisco MLS,515385,37.781167,-122.3906969
MLS Listing,Condo/Co-op,818 Van Ness Ave #603,San Francisco,CA,94109,1198000,2,2.0,San Francisco,1181,,2008,4,713,Active,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-603/home/40138158,San Francisco MLS,511567,37.7832423,-122.4204784
MLS Listing,Condo/Co-op,200 29th St #6,San Francisco,CA,94131,1675000,3,2.5,San Francisco,2067,10638,2004,4,537,Active,http://www.redfin.com/CA/San-Francisco/200-29th-St-94131/unit-6/home/12401960,San Francisco MLS,514822,37.7440171,-122.4248459
MLS Listing,Condo/Co-op,2200 Pacific Ave Unit 3B,San Francisco,CA,94115,1220000,1,1.5,San Francisco,1172,,1962,4,1498,Active,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-3B/home/1974101,San Francisco MLS,510739,37.7939819,-122.4317719
MLS Listing,Single Family Residential,770 26th Ave,San Francisco,CA,94121,1498000,3,2.0,San Francisco,1950,2996,1924,4,196,Active,http://www.redfin.com/CA/San-Francisco/770-26th-Ave-94121/unit-772/home/1237475,San Francisco MLS,421516159,37.7749579,-122.4851096
MLS Listing,Condo/Co-op,2120 Stockton #103,San Francisco,CA,94133,1298000,2,2.0,San Francisco,1430,,1980,4,988,Active,http://www.redfin.com/CA/San-Francisco/2120-Stockton-St-94133/unit-103/home/537975,San Francisco MLS,421515923,37.8055298,-122.4099596
MLS Listing,Single Family Residential,3179 Cesar Chavez,SAN FRANCISCO,CA,94110,3700000,8,7.0,SAN FRANCISCO,4935,4634,1900,4,,Active,http://www.redfin.com/CA/San-Francisco/3179-Cesar-Chavez-94110/home/753592,MLSListings,ML81828103,37.747871,-122.413105
MLS Listing,Multi-Family (2-4 Unit),2332 22nd Ave,San Francisco,CA,94116,1800000,4,2.0,San Francisco,3100,,1927,4,,Active,http://www.redfin.com/CA/San-Francisco/2332-22nd-Ave-94116/home/1548727,San Francisco MLS,515465,37.7441391,-122.4786617
MLS Listing,Single Family Residential,426 Detroit St,San Francisco,CA,94131,899000,1,1.0,San Francisco,900,1498,1947,4,,Active,http://www.redfin.com/CA/San-Francisco/426-Detroit-St-94131/home/692841,San Francisco MLS,515808,37.7311366,-122.4441693
MLS Listing,Condo/Co-op,1731 Hayes St,San Francisco,CA,94117,1595000,2,2.0,San Francisco,1363,3437,1904,5,300,Active,http://www.redfin.com/CA/San-Francisco/1731-Hayes-St-94117/home/597732,San Francisco MLS,514692,37.773803,-122.444913
MLS Listing,Condo/Co-op,151 Stoneridge Ln,San Francisco,CA,94134,699000,2,2.0,San Francisco,1068,,1994,5,437,Active,http://www.redfin.com/CA/San-Francisco/151-Stoneridge-Ln-94134/home/793876,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936292,37.71023,-122.426265
MLS Listing,Single Family Residential,216 Topeka Ave,San Francisco,CA,94124,1200000,4,2.0,San Francisco,1034,2208,1943,5,,Active,http://www.redfin.com/CA/San-Francisco/216-Topeka-Ave-94124/home/749489,MetroList,421516071,37.7328784,-122.3974586
MLS Listing,Single Family Residential,126 Rae Ave,San Francisco,CA,94112,799999,3,2.0,San Francisco,1125,2596,1928,5,,Active,http://www.redfin.com/CA/San-Francisco/126-Rae-Ave-94112/home/1488989,MetroList,515749,37.7114939,-122.4493018
MLS Listing,Single Family Residential,2345 25th St,SAN FRANCISCO,CA,94107,1198000,2,2.0,SAN FRANCISCO,1455,1250,1926,5,,Active,http://www.redfin.com/CA/San-Francisco/2345-25th-St-94107/home/739006,MLSListings,ML81828075,37.7518483,-122.4021494
MLS Listing,Single Family Residential,1525 Newhall St,San Francisco,CA,94124,798888,2,2.0,San Francisco,973,1667,1950,5,,Active,http://www.redfin.com/CA/San-Francisco/1525-Newhall-St-94124/home/748603,San Francisco MLS,515569,37.7346251,-122.3929778
MLS Listing,Condo/Co-op,601 Van Ness Ave #543,San Francisco,CA,94102,679000,1,1.0,San Francisco,709,,1982,5,909,Active,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-543/home/1340580,San Francisco MLS,421516022,37.7813857,-122.4214063
MLS Listing,Condo/Co-op,3131 Divisadero St,San Francisco,CA,94123,1750000,2,1.5,San Francisco,1800,3453,1935,5,438,Active,http://www.redfin.com/CA/San-Francisco/3131-Divisadero-St-94123/home/39958058,BAREIS,515841,37.7985263,-122.44283
MLS Listing,Multi-Family (2-4 Unit),418 18th Ave,San Francisco,CA,94121,1495000,2,2.0,San Francisco,2775,2996,1915,5,,Active,http://www.redfin.com/CA/San-Francisco/418-18th-Ave-94121/home/2007776,San Francisco MLS,421515989,37.7799718,-122.4770855
MLS Listing,Single Family Residential,3565 Market St,San Francisco,CA,94131,1795000,4,3.0,San Francisco,1955,1772,1940,5,,Active,http://www.redfin.com/CA/San-Francisco/3565-Market-St-94131/home/1718601,San Francisco MLS,421515973,37.756486,-122.441004
MLS Listing,Multi-Family (2-4 Unit),3115 Noriega St,San Francisco,CA,94122,1050000,4,2.0,San Francisco,2596,1698,1955,5,,Active,http://www.redfin.com/CA/San-Francisco/3115-Noriega-St-94122/home/1960007,San Francisco MLS,515731,37.7531059,-122.4971797
MLS Listing,Condo/Co-op,537 Natoma St #403,San Francisco,CA,94103,431846,2,2.0,San Francisco,932,5399,2013,5,413,Active,http://www.redfin.com/CA/San-Francisco/537-Natoma-St-94103/unit-403/home/45451891,San Francisco MLS,421515948,37.7793833,-122.4084586
MLS Listing,Condo/Co-op,1000 3rd St #820,SAN FRANCISCO,CA,94158,1015000,1,1.0,SAN FRANCISCO,804,25000,2018,5,833,Active,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-820/home/145279445,MLSListings,ML81828005,37.7752125,-122.3902276
MLS Listing,Single Family Residential,88 Stanford Heights Ave,San Francisco,CA,94127,1199000,3,2.5,San Francisco,1612,2548,1964,5,,Active,http://www.redfin.com/CA/San-Francisco/88-Stanford-Heights-Ave-94127/home/690404,San Francisco MLS,514542,37.7356873,-122.4498442
MLS Listing,Single Family Residential,2727 Vallejo St,San Francisco,CA,94123,6500000,5,5.5,San Francisco,4206,4194,1905,5,,Active,http://www.redfin.com/CA/San-Francisco/2727-Vallejo-St-94123/home/1244417,San Francisco MLS,513504,37.7942388,-122.4421857
MLS Listing,Multi-Family (2-4 Unit),1420 - 1424 Guerrero St,San Francisco,CA,94110,2198000,5,3.0,San Francisco,3200,3125,1900,5,,Active,http://www.redfin.com/CA/San-Francisco/1420-Guerrero-St-94110/home/174335351,San Francisco MLS,510954,37.7483857,-122.4227034
MLS Listing,Condo/Co-op,608 Peralta Ave,San Francisco,CA,94110,925000,2,1.0,San Francisco,873,1750,1959,5,200,Active,http://www.redfin.com/CA/San-Francisco/608-Peralta-Ave-94110/home/55244509,San Francisco MLS,515428,37.74302,-122.408916
MLS Listing,Condo/Co-op,900 Bush St #404,San Francisco,CA,94109,775000,2,2.0,San Francisco,800,37615,1982,5,1048,Active,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-404/home/1088965,San Francisco MLS,515812,37.7899451,-122.4127266
MLS Listing,Condo/Co-op,900 Bush St #518,San Francisco,CA,94109,575000,1,1.0,San Francisco,643,37516,1982,5,969,Active,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-518/home/554300,San Francisco MLS,515807,37.7899451,-122.4127266
MLS Listing,Multi-Family (5+ Unit),3548 Pierce St,San Francisco,CA,94123,4000000,2,,San Francisco,6324,2626,1927,5,,Active,http://www.redfin.com/CA/San-Francisco/3548-Pierce-St-94123/home/1715573,San Francisco MLS,514449,37.8032879,-122.439822
MLS Listing,Condo/Co-op,255 Berry St #511,San Francisco,CA,94158,1299000,2,2.0,San Francisco,,42959,2004,5,824,Active,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-511/home/1048025,San Francisco MLS,513120,37.7741864,-122.3947434
MLS Listing,Multi-Family (2-4 Unit),375 Haight St,San Francisco,CA,94102,3290000,6,5.0,San Francisco,3816,2021,1900,5,,Active,http://www.redfin.com/CA/San-Francisco/375-Haight-St-94102/home/174331957,San Francisco MLS,512708,37.7722964,-122.4283413
MLS Listing,Single Family Residential,32 Acton St,San Francisco,CA,94112,1399000,5,3.0,San Francisco,1820,1751,1948,5,,Active,http://www.redfin.com/CA/San-Francisco/32-Acton-St-94112/home/793131,San Francisco MLS,514825,37.7083012,-122.4525956
MLS Listing,Single Family Residential,60 Paramount Ter,San Francisco,CA,94118,1495000,2,2.0,San Francisco,1525,1966,1940,5,,Active,http://www.redfin.com/CA/San-Francisco/60-Paramount-Ter-94118/home/1484193,San Francisco MLS,514621,37.7762341,-122.4561229
MLS Listing,Condo/Co-op,2 Mint Plz #408,San Francisco,CA,94103,799000,1,1.0,San Francisco,739,7776,1926,5,842,Active,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-408/home/17306651,San Francisco MLS,512968,37.7831725,-122.407689
MLS Listing,Single Family Residential,875 Francisco St,San Francisco,CA,94109,15500000,4,4.5,San Francisco,6330,3576,1915,5,,Active,http://www.redfin.com/CA/San-Francisco/875-Francisco-St-94109/home/949892,San Francisco MLS,511906,37.8036803,-122.419539
