SALE TYPE,PROPERTY TYPE,PROPERTY ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,PROPERTY LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA MONTH,PROPERTY STATUS,SOURCE_\ URL ,SOURCE,MLS NO,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,1172 Union St,San Francisco,CA,94109,1199000,2,2.0,San Francisco,,,1908,9,,Active,http://www.redfin.com/CA/San-Francisco/1172-Union-St-94109/home/1831016,San Francisco MLS,514882,37.7994443,-122.4186085
MLS Listing,Single Family Residential,602 Mississippi St,San Francisco,CA,94107,1780000,2,2.5,San Francisco,,2495,,9,,Active,http://www.redfin.com/CA/San-Francisco/602-Mississippi-St-94107/home/1526832,San Francisco MLS,514878,37.7588653,-122.3945418
MLS Listing,Condo/Co-op,501 Crescent Way #5305,San Francisco,CA,94134,699000,2,2.0,San Francisco,1054,,2006,9,570,Active,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5305/home/12402357,San Francisco MLS,511465,37.7119288,-122.3886055
MLS Listing,Condo/Co-op,514 Church St,San Francisco,CA,94114,1595000,3,1.0,San Francisco,1675,,1900,9,350,Active,http://www.redfin.com/CA/San-Francisco/514-Church-St-94114/home/23424262,San Francisco MLS,514873,37.7631942,-122.4286037
MLS Listing,Single Family Residential,811 Carolina St,San Francisco,CA,94107,4500000,5,4.0,San Francisco,3565,2500,1911,9,,Active,http://www.redfin.com/CA/San-Francisco/811-Carolina-St-94107/home/732219,San Francisco MLS,511554,37.7585044,-122.399717
MLS Listing,Multi-Family (2-4 Unit),537 Oak St,San Francisco,CA,94102,2995000,10,3.0,San Francisco,4440,2178,1900,9,,Active,http://www.redfin.com/CA/San-Francisco/537-Oak-St-94102/home/174311899,San Francisco MLS,514173,37.7741907,-122.4282171
MLS Listing,Single Family Residential,3311 Cesar Chavez,San Francisco,CA,94110,1075000,2,2.0,San Francisco,1030,,1905,9,570,Active,http://www.redfin.com/CA/San-Francisco/3311-Cesar-Chavez-94110/unit-A/home/172484031,San Francisco MLS,514458,37.7479776,-122.4162691
MLS Listing,Single Family Residential,3307 Cesar Chavez Unit A,San Francisco,CA,94110,1025000,2,2.0,San Francisco,985,,1905,9,570,Active,http://www.redfin.com/CA/San-Francisco/3307-Cesar-Chavez-94110/unit-A/home/174311845,San Francisco MLS,514337,37.7479788,-122.4162163
MLS Listing,Multi-Family (2-4 Unit),1426 - 1428 Cabrillo St,San Francisco,CA,94118,1995000,4,3.0,San Francisco,3017,3009,1921,9,,Active,http://www.redfin.com/CA/San-Francisco/1426-Cabrillo-St-94118/home/2021251,San Francisco MLS,514510,37.7751748,-122.4741168
MLS Listing,Condo/Co-op,77 Van Ness Ave #609,San Francisco,CA,94102,690000,1,1.0,San Francisco,,,2009,9,422,Active,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-609/home/40138552,San Francisco MLS,514255,37.7760628,-122.4198501
MLS Listing,Condo/Co-op,1099 Mississippi St #1,San Francisco,CA,94107,1099000,3,2.0,San Francisco,1478,10306,1998,9,600,Active,http://www.redfin.com/CA/San-Francisco/1099-Mississippi-St-94107/unit-1/home/1396573,San Francisco MLS,513268,37.7527269,-122.3933307
MLS Listing,Single Family Residential,930 Anza St,San Francisco,CA,94118,2349000,3,2.0,San Francisco,2202,3610,1937,9,,Active,http://www.redfin.com/CA/San-Francisco/930-Anza-St-94118/home/1261075,San Francisco MLS,512326,37.7798155,-122.4566979
MLS Listing,Condo/Co-op,1000 North Pt #1106,San Francisco,CA,94109,949000,1,1.0,San Francisco,,,,9,884,Active,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-1106/home/12395420,San Francisco MLS,511399,37.8055099,-122.4241573
MLS Listing,Single Family Residential,347 28th Ave,San Francisco,CA,94121,2295000,4,3.0,San Francisco,2269,2996,,10,200,Active,http://www.redfin.com/CA/San-Francisco/347-28th-Ave-94121/home/607824,San Francisco MLS,514601,37.7828272,-122.4884829
MLS Listing,Single Family Residential,349 28th Ave,San Francisco,CA,94121,1849000,3,2.0,San Francisco,1776,2996,,10,200,Active,http://www.redfin.com/CA/San-Francisco/349-28th-Ave-94121/home/174301411,San Francisco MLS,514608,37.7828705,-122.4883101
MLS Listing,Condo/Co-op,260 King St #779,San Francisco,CA,94107,999000,2,,San Francisco,996,213232,,10,886,Active,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-779/home/8191053,San Francisco MLS,514450,37.7776422,-122.3934181
MLS Listing,Condo/Co-op,1160 Mission St #1208,San Francisco,CA,94103,1275000,2,2.0,San Francisco,1201,43557,2008,10,1007,Active,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1208/home/17305338,San Francisco MLS,514777,37.7787037,-122.4126341
MLS Listing,Single Family Residential,575 Oxford St,San Francisco,CA,94134,1448888,4,,San Francisco,2122,1750,1997,10,,Active,http://www.redfin.com/CA/San-Francisco/575-Oxford-St-94134/home/775748,San Francisco MLS,514741,37.7229977,-122.4178577
MLS Listing,Condo/Co-op,236 Shipley St #304,SAN FRANCISCO,CA,94107,998000,2,2.0,SAN FRANCISCO,825,,2016,10,686,Active,http://www.redfin.com/CA/San-Francisco/236-Shipley-94107/unit-304/home/107586481,MLSListings,ML81827440,37.7792278,-122.4038574
MLS Listing,Multi-Family (2-4 Unit),3839 Mission St,San Francisco,CA,94110,1495000,2,4.0,San Francisco,2000,2130,1922,10,,Active,http://www.redfin.com/CA/San-Francisco/3839-Mission-St-94110/home/174297577,San Francisco MLS,514694,37.7355485,-122.4244058
MLS Listing,Single Family Residential,114 Jersey St,SAN FRANCISCO,CA,94114,3398000,3,4.5,SAN FRANCISCO,2723,1999,1908,10,,Active,http://www.redfin.com/CA/San-Francisco/114-Jersey-St-94114/home/1769106,MLSListings,ML81826864,37.751057,-122.427828
MLS Listing,Single Family Residential,15 Bruce Ave,San Francisco,CA,94112,1399000,4,3.0,San Francisco,2337,2975,1919,10,,Active,http://www.redfin.com/CA/San-Francisco/15-Bruce-Ave-94112/home/1415486,San Francisco MLS,513930,37.7219435,-122.4515341
MLS Listing,Single Family Residential,1359 47th Ave,San Francisco,CA,94122,799000,2,1.0,San Francisco,900,2996,1909,10,,Active,http://www.redfin.com/CA/San-Francisco/1359-47th-Ave-94122/home/631691,San Francisco MLS,512211,37.761134,-122.5073168
MLS Listing,Single Family Residential,2455 Vallejo St,San Francisco,CA,94123,9995000,5,6.0,San Francisco,,4125,1908,10,,Active,http://www.redfin.com/CA/San-Francisco/2455-Vallejo-St-94123/home/564388,San Francisco MLS,513042,37.7947506,-122.4376777
MLS Listing,Condo/Co-op,3008 Clay,San Francisco,CA,94115,2690000,3,2.5,San Francisco,2117,,,10,420,Active,http://www.redfin.com/CA/San-Francisco/3008-Clay-St-94115/home/1375188,San Francisco MLS,514631,37.789838,-122.442961
MLS Listing,Condo/Co-op,3635 23rd St,San Francisco,CA,94110,1289000,3,2.0,San Francisco,1613,3480,1900,10,447,Active,http://www.redfin.com/CA/San-Francisco/3635-23rd-St-94110/home/110052356,San Francisco MLS,511731,37.7533591,-122.4236649
MLS Listing,Condo/Co-op,1730 Broderick St #4,San Francisco,CA,94115,630000,0,1.0,San Francisco,,,1928,10,300,Active,http://www.redfin.com/CA/San-Francisco/1730-Broderick-St-94115/unit-4/home/1244559,San Francisco MLS,512323,37.7864135,-122.4415426
MLS Listing,Condo/Co-op,535 Duboce Ave,San Francisco,CA,94117,1525000,2,2.0,San Francisco,1420,2335,1906,10,,Active,http://www.redfin.com/CA/San-Francisco/535-Duboce-Ave-94117/home/1316951,San Francisco MLS,511326,37.769035,-122.43204
MLS Listing,Single Family Residential,239 26th Ave #204,San Francisco,CA,94121,839000,2,1.0,San Francisco,875,,1963,10,300,Active,http://www.redfin.com/CA/San-Francisco/239-26th-Ave-94121/unit-204/home/21699068,BAREIS,509697,37.7849095,-122.4863342
MLS Listing,Condo/Co-op,224 Lexington St,San Francisco,CA,94110,1195000,2,1.0,San Francisco,1100,,1906,10,500,Active,http://www.redfin.com/CA/San-Francisco/224-Lexington-St-94110/home/110052302,BAREIS,512016,37.759644,-122.420803
MLS Listing,Condo/Co-op,200 Dolores St #5,San Francisco,CA,94103,1750000,2,2.5,San Francisco,1407,,2014,10,756,Active,http://www.redfin.com/CA/San-Francisco/200-Dolores-St-94103/unit-5/home/49738169,BAREIS,511762,37.7660572,-122.4269225
MLS Listing,Single Family Residential,1241 Scott St,San Francisco,CA,94115,1200000,3,1.5,San Francisco,1303,,1911,10,,Active,http://www.redfin.com/CA/San-Francisco/1241-Scott-St-94115/home/174014728,BAREIS,511646,37.7814361,-122.4376224
MLS Listing,Single Family Residential,1239 Scott St,San Francisco,CA,94115,1150000,2,1.5,San Francisco,1246,,,10,,Active,http://www.redfin.com/CA/San-Francisco/1239-Scott-St-94115/home/1595092,BAREIS,511643,37.7814063,-122.4376627
MLS Listing,Single Family Residential,3150 Buchanan St,San Francisco,CA,94123,4500000,4,3.5,San Francisco,3137,2304,2013,10,,Active,http://www.redfin.com/CA/San-Francisco/3150-Buchanan-St-94123/home/1968499,BAREIS,510104,37.7991314,-122.4323249
MLS Listing,Condo/Co-op,1501 Filbert St Ph -7D,San Francisco,CA,94123,4380000,2,2.5,San Francisco,1562,,2014,10,688,Active,http://www.redfin.com/CA/San-Francisco/1501-Filbert-St-94123/unit-7D/home/110051696,BAREIS,509409,37.7991911,-122.4245164
MLS Listing,Condo/Co-op,2774 Union St #4,San Francisco,CA,94123,899000,1,1.0,San Francisco,684,,,10,190,Active,http://www.redfin.com/CA/San-Francisco/2774-Union-St-94123/unit-4/home/1627389,BAREIS,507318,37.79617,-122.4449655
MLS Listing,Condo/Co-op,1238 Sutter St #801,San Francisco,CA,94109,775000,1,1.0,San Francisco,,,2018,10,523,Active,http://www.redfin.com/CA/San-Francisco/1238-Sutter-St-94109/unit-801/home/146652357,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935665,37.7880028,-122.4208442
MLS Listing,Condo/Co-op,1022 Oak St,San Francisco,CA,94117,1495000,2,1.0,San Francisco,1472,2187,1922,10,275,Active,http://www.redfin.com/CA/San-Francisco/1022-Oak-St-94117/home/39910831,San Francisco MLS,512973,37.7735065,-122.4362434
MLS Listing,Single Family Residential,A Mason St,San Francisco,CA,94133,1999000,3,3.0,San Francisco,2179,,1909,10,690,Active,http://www.redfin.com/CA/San-Francisco/A-Mason-St-94133/home/174234917,San Francisco MLS,513372,37.8020376,-122.412896
MLS Listing,Condo/Co-op,101 Lombard St Unit 712W,San Francisco,CA,94111,1669000,2,2.0,San Francisco,1719,113438,1983,10,1623,Active,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-712W/home/1947344,San Francisco MLS,512722,37.8037119,-122.4045338
MLS Listing,Condo/Co-op,3932 17th St,San Francisco,CA,94114,1495000,2,2.0,San Francisco,1235,3250,1900,10,400,Active,http://www.redfin.com/CA/San-Francisco/3932-17th-St-94114/home/1682260,San Francisco MLS,512023,37.762839,-122.433707
MLS Listing,Single Family Residential,819 Hampshire,San Francisco,CA,94110,899000,3,2.0,San Francisco,1140,,,11,,Active,http://www.redfin.com/CA/San-Francisco/819-Hampshire-St-94110/home/1662736,San Francisco MLS,514338,37.758899,-122.4075897
MLS Listing,Condo/Co-op,83 Mcallister St #109,San Francisco,CA,94102,449000,1,1.0,San Francisco,398,,2007,11,427,Active,http://www.redfin.com/CA/San-Francisco/83-McAllister-St-94102/unit-109/home/12277380,San Francisco MLS,514452,37.7806999,-122.4132699
MLS Listing,Condo/Co-op,255 Berry St #403,San Francisco,CA,94158,1325000,2,2.0,San Francisco,1290,42959,2004,11,815,Active,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-403/home/1706612,San Francisco MLS,514246,37.7741864,-122.3947434
MLS Listing,Condo/Co-op,38 Lusk St #4,San Francisco,CA,94107,2049000,1,2.0,San Francisco,1720,3825,1995,11,410,Active,http://www.redfin.com/CA/San-Francisco/38-Lusk-St-94107/unit-4/home/12396476,San Francisco MLS,513576,37.7784043,-122.3947906
MLS Listing,Condo/Co-op,401 Harrison Unit 39B,San Francisco,CA,94105,2250000,2,2.0,San Francisco,1311,,2014,11,1368,Active,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-39B/home/144064312,San Francisco MLS,514341,37.7864989,-122.3921487
MLS Listing,Single Family Residential,806 Potrero Ave,San Francisco,CA,94110,1350000,4,3.0,San Francisco,1133,2395,1900,11,,Active,http://www.redfin.com/CA/San-Francisco/806-Potrero-Ave-94110/home/730445,San Francisco MLS,514342,37.7590856,-122.4072272
MLS Listing,Single Family Residential,3224 Jennings St,San Francisco,CA,94124,680000,3,1.5,San Francisco,1426,2247,1907,11,,Active,http://www.redfin.com/CA/San-Francisco/3224-Jennings-St-94124/home/1719973,San Francisco MLS,514215,37.7199198,-122.3953455
MLS Listing,Multi-Family (2-4 Unit),361 Hearst Ave,San Francisco,CA,94112,1095000,5,,San Francisco,2100,2813,1900,11,,Active,http://www.redfin.com/CA/San-Francisco/361-Hearst-Ave-94112/home/174291308,San Francisco MLS,514238,37.7306045,-122.4456923
MLS Listing,Single Family Residential,1683 Newcomb Ave,San Francisco,CA,94124,1190000,4,5.5,San Francisco,2908,2500,1890,11,,Active,http://www.redfin.com/CA/San-Francisco/1683-Newcomb-Ave-94124/home/1074581,San Francisco MLS,514305,37.7359772,-122.3915587
MLS Listing,Single Family Residential,32 Massasoit St,San Francisco,CA,94110,988000,2,1.0,San Francisco,968,1746,1951,11,,Active,http://www.redfin.com/CA/San-Francisco/32-Massasoit-St-94110/home/1622623,San Francisco MLS,514293,37.7451342,-122.4081233
MLS Listing,Condo/Co-op,8 Joost Ave #4,San Francisco,CA,94131,1475000,3,2.0,San Francisco,2138,2866,1979,11,400,Active,http://www.redfin.com/CA/San-Francisco/8-Joost-Ave-94131/unit-4/home/144769516,San Francisco MLS,513297,37.7325362,-122.4351987
MLS Listing,Condo/Co-op,875 Indiana St #324,San Francisco,CA,94107,935000,1,1.0,San Francisco,852,85458,2009,11,539,Active,http://www.redfin.com/CA/San-Francisco/875-Indiana-St-94107/unit-324/home/40139028,San Francisco MLS,512048,37.7596716,-122.3908629
MLS Listing,Condo/Co-op,338 Potrero Ave #504,San Francisco,CA,94103,999000,2,2.0,San Francisco,,,2017,11,731,Active,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-504/home/143715318,San Francisco MLS,510472,37.7651395,-122.4078164
MLS Listing,Single Family Residential,56 Cielito Dr,SAN FRANCISCO,CA,94134,699000,3,1.0,SAN FRANCISCO,990,1999,1944,11,,Active,http://www.redfin.com/CA/San-Francisco/56-Cielito-Dr-94134/home/1885854,MLSListings,ML81827211,37.7097209,-122.4221162
MLS Listing,Condo/Co-op,1880 Steiner St #103,San Francisco,CA,94115,1499000,2,3.0,San Francisco,1332,17706,1999,11,891,Active,http://www.redfin.com/CA/San-Francisco/1880-Steiner-St-94115/unit-103/home/850192,San Francisco MLS,513984,37.7865726,-122.4347131
MLS Listing,Condo/Co-op,139 Stillman St #7,San Francisco,CA,94107,730000,1,1.0,San Francisco,882,,2005,11,515,Active,http://www.redfin.com/CA/San-Francisco/139-Stillman-St-94107/unit-7/home/22881601,San Francisco MLS,512428,37.7809111,-122.3971627
MLS Listing,Condo/Co-op,201 Sansome St #605,San Francisco,CA,94104,679000,1,1.0,San Francisco,565,,1909,11,673,Active,http://www.redfin.com/CA/San-Francisco/201-Sansome-St-94104/unit-605/home/22888282,San Francisco MLS,512002,37.7922568,-122.4012423
MLS Listing,Condo/Co-op,355 Buena Vista Ave Unit 310W,San Francisco,CA,94117,799000,1,1.0,San Francisco,705,,1986,11,824,Active,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-310W/home/102815185,San Francisco MLS,511812,37.7671808,-122.4401329
MLS Listing,Single Family Residential,340 25th Ave Unit C,San Francisco,CA,94121,1125000,1,1.0,San Francisco,,,1984,11,13,Active,http://www.redfin.com/CA/San-Francisco/340-25th-Ave-94121/unit-C/home/174289544,San Francisco MLS,512190,37.783138,-122.484629
MLS Listing,Condo/Co-op,638 Minna St #12,San Francisco,CA,94103,1095000,2,2.0,San Francisco,1486,5250,1998,12,792,Active,http://www.redfin.com/CA/San-Francisco/638-Minna-94103/unit-12/home/12395738,San Francisco MLS,512931,37.7780564,-122.4115784
MLS Listing,Condo/Co-op,321 Haight,San Francisco,CA,94102,1495000,3,2.0,San Francisco,2655,,1907,12,430,Active,http://www.redfin.com/CA/San-Francisco/321-Haight-St-94102/home/148057225,San Francisco MLS,514254,37.772394,-122.4275539
MLS Listing,Single Family Residential,340 25th Ave Unit B,San Francisco,CA,94121,2950000,3,2.0,San Francisco,3242,,1984,12,400,Active,http://www.redfin.com/CA/San-Francisco/340-25th-Ave-94121/unit-B/home/174289083,San Francisco MLS,512338,37.783138,-122.484629
MLS Listing,Single Family Residential,1430 19th Ave,SAN FRANCISCO,CA,94122,1400000,4,2.0,SAN FRANCISCO,2023,2552,1923,12,,Active,http://www.redfin.com/CA/San-Francisco/1430-19th-Ave-94122/home/1548187,MLSListings,ML81827180,37.7611057,-122.4766322
MLS Listing,Condo/Co-op,900 Bush St #209,San Francisco,CA,94109,599000,1,1.0,San Francisco,632,37816,1982,12,1079,Active,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-209/home/552723,San Francisco MLS,514177,37.7899451,-122.4127266
MLS Listing,Condo/Co-op,301 Mission St Unit 3D,San Francisco,CA,94105,925000,1,1.0,San Francisco,789,,2009,12,1535,Active,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-3D/home/40142393,San Francisco MLS,513724,37.7903824,-122.3961531
MLS Listing,Condo/Co-op,1250 Jones St #1102,San Francisco,CA,94109,1695000,1,1.0,San Francisco,1115,,1929,12,752,Active,http://www.redfin.com/CA/San-Francisco/1250-Jones-St-94109/unit-1102/home/1474645,San Francisco MLS,514172,37.7930713,-122.4140487
MLS Listing,Condo/Co-op,541 27th St,San Francisco,CA,94131,1625000,3,2.0,San Francisco,1500,2850,1976,12,,Active,http://www.redfin.com/CA/San-Francisco/541-27th-St-94131/home/853012,San Francisco MLS,514174,37.746326,-122.432407
MLS Listing,Condo/Co-op,901 Bayshore #206,San Francisco,CA,94124,240000,1,1.0,San Francisco,,506,,12,374,Active,http://www.redfin.com/CA/San-Francisco/901-Bayshore-Blvd-94124/unit-206/home/12402030,San Francisco MLS,514164,37.732633,-122.4042121
MLS Listing,Condo/Co-op,601 Van Ness Ave #128,San Francisco,CA,94102,460000,0,1.0,San Francisco,518,105806,1982,12,850,Active,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-128/home/1579514,San Francisco MLS,510981,37.7813857,-122.4214063
MLS Listing,Condo/Co-op,821 Folsom St #107,San Francisco,CA,94107,1025000,2,2.0,San Francisco,1102,28875,2004,12,680,Active,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-107/home/12401848,San Francisco MLS,514150,37.7813849,-122.4013601
MLS Listing,Condo/Co-op,201 Harrison St #802,San Francisco,CA,94105,549000,0,,San Francisco,432,38449,1991,12,576,Active,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-802/home/724475,San Francisco MLS,514129,37.7875875,-122.3904715
MLS Listing,Single Family Residential,956 Ashbury St,San Francisco,CA,94117,3750000,4,2.5,San Francisco,3000,4795,1910,12,,Active,http://www.redfin.com/CA/San-Francisco/956-Ashbury-St-94117/home/1254341,San Francisco MLS,511979,37.7648346,-122.4456401
MLS Listing,Single Family Residential,85 Woodacre Dr,San Francisco,CA,94132,1680000,3,2.0,San Francisco,2223,5562,1937,12,,Active,http://www.redfin.com/CA/San-Francisco/85-Woodacre-Dr-94132/home/1337422,San Francisco MLS,513973,37.7321519,-122.4732272
MLS Listing,Condo/Co-op,85 Cleary Ct #4,San Francisco,CA,94109,899000,3,2.0,San Francisco,1395,,1962,12,1040,Active,http://www.redfin.com/CA/San-Francisco/85-Cleary-Ct-94109/unit-4/home/12401334,San Francisco MLS,510585,37.783611,-122.4267148
MLS Listing,Condo/Co-op,11 Kenneth Rexroth Pl,SAN FRANCISCO,CA,94133,1300000,2,2.0,SAN FRANCISCO,1124,,1911,12,150,Active,http://www.redfin.com/CA/San-Francisco/11-Kenneth-Rexroth-Pl-94133/home/28935690,MLSListings,ML81827130,37.7982752,-122.4080257
MLS Listing,Single Family Residential,,San Francisco,CA,94112,1066000,3,1.0,San Francisco,1178,6246,1908,12,,Active,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/1736762,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935464,37.7167999,-122.4599266
MLS Listing,Multi-Family (2-4 Unit),1441 South Van Ness Ave,San Francisco,CA,94110,1725000,4,2.0,San Francisco,2650,2874,1925,12,,Active,http://www.redfin.com/CA/San-Francisco/1441-S-Van-Ness-Ave-94110/home/174279798,San Francisco MLS,513765,37.7500873,-122.4159455
MLS Listing,Condo/Co-op,1160 Mission St #1011,San Francisco,CA,94103,700000,1,1.0,San Francisco,765,,2008,12,781,Active,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1011/home/17305229,San Francisco MLS,511460,37.7787037,-122.4126341
MLS Listing,Multi-Family (2-4 Unit),2229 Lombard St,San Francisco,CA,94123,3600000,5,,San Francisco,4188,1668,1931,12,,Active,http://www.redfin.com/CA/San-Francisco/2229-Lombard-St-94123/home/174279797,San Francisco MLS,513978,37.7993576,-122.4381533
MLS Listing,Condo/Co-op,301 Main St Unit 32F,San Francisco,CA,94105,2099000,2,2.0,San Francisco,1323,76210,2008,13,1024,Active,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-32F/home/17304907,San Francisco MLS,513966,37.7895974,-122.3911965
MLS Listing,Condo/Co-op,338 Spear St Unit 35D,SAN FRANCISCO,CA,94105,2795000,3,3.0,SAN FRANCISCO,1729,,2009,13,1212,Active,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-35D/home/21966565,MLSListings,ML81827039,37.7894137,-122.3906433
MLS Listing,Condo/Co-op,3701 Geary Blvd #101,San Francisco,CA,94118,898000,0,,San Francisco,1883,,1986,14,600,Active,http://www.redfin.com/CA/San-Francisco/3701-Geary-Blvd-94118/unit-101/home/1306441,San Francisco MLS,509084,37.7809407,-122.4591688
MLS Listing,Condo/Co-op,68 Parker Ave,San Francisco,CA,94118,2595000,3,2.5,San Francisco,2478,3271,,14,250,Active,http://www.redfin.com/CA/San-Francisco/68-Parker-Ave-94118/home/1962561,San Francisco MLS,513870,37.7848031,-122.454398
MLS Listing,Single Family Residential,4319 25th St,San Francisco,CA,94114,3995000,4,4.5,San Francisco,2893,3036,1903,14,,Active,http://www.redfin.com/CA/San-Francisco/4319-25th-St-94114/home/801948,San Francisco MLS,513876,37.7493583,-122.4366681
MLS Listing,Condo/Co-op,5800 3rd St #1401,SAN FRANCISCO,CA,94124,680000,1,1.0,SAN FRANCISCO,816,,2010,14,432,Active,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1401/home/40625853,MLSListings,ML81827017,37.7250528,-122.3951255
MLS Listing,Single Family Residential,53 Ledyard St,San Francisco,CA,94124,1284000,5,3.0,Silver Terrace,2169,2500,1935,14,,Active,http://www.redfin.com/CA/San-Francisco/53-Ledyard-St-94124/home/1917779,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935371,37.7332598,-122.4017954
MLS Listing,Single Family Residential,2418 29th Ave,SAN FRANCISCO,CA,94116,949950,6,3.0,SAN FRANCISCO,2480,3000,1953,14,,Active,http://www.redfin.com/CA/San-Francisco/2418-29th-Ave-94116/home/661964,MLSListings,ML81826981,37.7421771,-122.4861332
MLS Listing,Single Family Residential,604 Mississippi St,San Francisco,CA,94107,1798000,3,2.5,San Francisco,,2495,,14,,Active,http://www.redfin.com/CA/San-Francisco/604-Mississippi-St-94107/home/173646504,San Francisco MLS,513806,37.7589082,-122.3944288